country-Inv,name-Inv,full_name-Inv,currency-Inv,symbol-Inv,asset_class-Inv,ISIN,Name_197,industry-IB,longName-IB,marketName-IB,Symbol-IB,Country-IB,Exchange-IB,Currency-IB
japan,AIT Corp,AIT Corp,JPY,9381,equity,JP3160050005,AIT CORP,Industrial,AIT CORP,9381,9381,Japan,TSEJ,JPY
japan,Aizawa Securities,Aizawa Securities Co Ltd,JPY,8708,equity,JP3101850000,AIZAWA SECURITIES CO LTD,,,,,,,
japan,"Ajinomoto Co., Inc.","Ajinomoto Co., Inc.",JPY,2802,equity,JP3119600009,AJINOMOTO CO INC,"Consumer, Non-cyclical",AJINOMOTO CO INC,2802,2802,Japan,TSEJ,JPY
hong kong,Ajisen China Holdings,Ajisen China Holdings Ltd,HKD,0538,equity,KYG0192S1093,AJISEN CHINA HOLDINGS LTD,,AJISEN CHINA HOLDINGS LTD,,0538,Hong Kong,SEHK,HKD
mexico,AK Steel,AK Steel Holding Corp,MXN,AKS,equity,US0015471081,AK STEEL HOLDING CORP,Basic Materials,AK STEEL HOLDING CORP,AKS,AKS,Mexico,US Exchange,
united states,Akamai,Akamai Technologies Inc,USD,AKAM,equity,US00971T1016,AKAMAI TECHNOLOGIES INC,Technology,AKAMAI TECHNOLOGIES INC,NMS,AKAM,,,
japan,Akatsuki Eazima,Akatsuki Eazima Co Ltd,JPY,1997,equity,JP3131000006,AKATSUKI EAZIMA CO LTD,Industrial,AKATSUKI EAZIMA CO LTD,1997,1997,Japan,TSEJ,JPY
united states,Akcea Therapeutics,Akcea Therapeutics Inc,USD,AKCA,equity,US00972L1070,AKCEA THERAPEUTICS INC,"Consumer, Non-cyclical",AKCEA THERAPEUTICS INC,AKCA,AKCA,,,
japan,Akebono Brake Industry,Akebono Brake Industry Co Ltd,JPY,7238,equity,JP3108400007,AKEBONO BRAKE INDUSTRY CO,"Consumer, Cyclical",AKEBONO BRAKE INDUSTRY CO,7238,7238,Japan,TSEJ,JPY
united states,Akerna,Akerna Corp,USD,KERN,equity,US00973W1027,AKERNA CORP,Technology,AKERNA CORP,SCM,KERN,,,
japan,Akikawa Foods & Farms,Akikawa Foods & Farms Co Ltd,JPY,1380,equity,JP3107400008,AKIKAWA FOODS & FARMS CO LTD,"Consumer, Non-cyclical",AKIKAWA FOODS & FARMS CO LTD,1380,1380,Japan,TSEJ,JPY
united states,Akoustis Tech,Akoustis Technologies Inc,USD,AKTS,equity,US00973N1028,AKOUSTIS TECHNOLOGIES INC,Industrial,AKOUSTIS TECHNOLOGIES INC,SCM,AKTS,,,
canada,Alacer Gold,Alacer Gold Corp,CAD,ASR,equity,CA0106791084,ALACER GOLD CORP,Basic Materials,ALACER GOLD CORP,ASR,ASR,Canada,TSE,CAD
united states,Alamo,Alamo Group Inc,USD,ALG,equity,US0113111076,ALAMO GROUP INC,Industrial,ALAMO GROUP INC,ALG,ALG,,,
australia,Alara Resources Ltd,Alara Resources Ltd,AUD,AUQ,equity,AU000000AUQ7,ALARA RESOURCES LTD,Basic Materials,ALARA RESOURCES LTD,AUQ,AUQ,Australia,ASX,AUD
canada,Alaris Royalty,Alaris Royalty Corp.,CAD,AD,equity,CA01163Q4007,ALARIS ROYALTY CORP,,,,,,,
united states,Alarm.com Holdings,Alarm.com Holdings Inc,USD,ALRM,equity,US0116421050,ALARM.COM HOLDINGS INC,"Consumer, Non-cyclical",ALARM.COM HOLDINGS INC,NMS,ALRM,,,
united states,Alaska Air,Alaska Air Group Inc,USD,ALK,equity,US0116591092,ALASKA AIR GROUP INC,"Consumer, Cyclical",ALASKA AIR GROUP INC,ALK,ALK,,,
united kingdom,Alba Mineral,Alba Mineral Resources,GBP,ALBA,equity,GB00B06KBB18,ALBA MINERAL RESOURCES PLC,Basic Materials,ALBA MINERAL RESOURCES PLC,ASQ1,ALBA,United Kingdom,LSE,GBP
mexico,Albemarle,Albemarle Corp,MXN,ALB,equity,US0126531013,ALBEMARLE CORP,Basic Materials,ALBEMARLE CORP,ALB,ALB,,,
japan,Albert,Albert Inc,JPY,3906,equity,JP3126460009,ALBERT INC,Communications,ALBERT INC,3906,3906,Japan,TSEJ,JPY
united states,Alberton Acquisition,Alberton Acquisition Corp,USD,ALAC,equity,VGG350061088,ALBERTON ACQUISITION CORP,Diversified,ALBERTON ACQUISITION CORP,ALAC,ALAC,,,
united states,Alberton Acquisition,Alberton Acquisition Corp,USD,ALAC,equity,VGG350061088,ALBERTON ACQUISITION CORP,Diversified,ALBERTON ACQUISITION CORP,ALAC,ALAC,,,
united states,Alberton Acquisition,Alberton Acquisition Corp,USD,ALAC,equity,VGG350061088,ALBERTON ACQUISITION CORP,Diversified,ALBERTON ACQUISITION CORP,ALAC,ALAC,,,
united states,Alberton Acquisition,Alberton Acquisition Corp,USD,ALAC,equity,VGG350061088,ALBERTON ACQUISITION CORP,Diversified,ALBERTON ACQUISITION CORP,ALAC,ALAC,,,
united states,Albireo Pharma,Albireo Pharma Inc,USD,ALBO,equity,US01345P1066,ALBIREO PHARMA INC,"Consumer, Non-cyclical",ALBIREO PHARMA INC,SCM,ALBO,,,
australia,Alchemy Resources Ltd,Alchemy Resources Ltd,AUD,ALY,equity,AU000000ALY0,ALCHEMY RESOURCES LTD,Basic Materials,ALCHEMY RESOURCES LTD,ALY,ALY,Australia,ASX,AUD
hong kong,Alco,Alco Holdings Ltd,HKD,0328,equity,BMG0154K1027,ALCO HOLDINGS LTD.,,,,,,,
japan,Alconix Corp,Alconix Corp,JPY,3036,equity,JP3126210008,ALCONIX CORP,"Consumer, Cyclical",ALCONIX CORP,3036,3036,Japan,TSEJ,JPY
canada,Alderon Iron Ore,Alderon Iron Ore Corp,CAD,IRON,equity,CA01434T1003,ALDERON IRON ORE CORP,Basic Materials,ALDERON IRON ORE CORP,IRON,IRON,,,
canada,Alderon Iron Ore,Alderon Iron Ore Corp,CAD,IRON,equity,CA01434T1003,ALDERON IRON ORE CORP,Basic Materials,ALDERON IRON ORE CORP,IRON,IRON,,,
canada,Alderon Iron Ore,Alderon Iron Ore Corp,CAD,IRON,equity,CA01434T1003,ALDERON IRON ORE CORP,Basic Materials,ALDERON IRON ORE CORP,IRON,IRON,,,
canada,Alderon Iron Ore,Alderon Iron Ore Corp,CAD,IRON,equity,CA01434T1003,ALDERON IRON ORE CORP,Basic Materials,ALDERON IRON ORE CORP,IRON,IRON,,,
australia,ALE Property Group,ALE Property Group,AUD,LEP,equity,AU000000LEP0,ALE PROPERTY GROUP,Financial,ALE PROPERTY GROUP,LEP,LEP,Australia,ASX,AUD
sweden,Alelion Energy Systems,Alelion Energy Systems AB,SEK,ALELIO,equity,SE0008348072,ALELION ENERGY SYSTEMS AB,Energy,ALELION ENERGY SYSTEMS AB,ALELIO,ALELIO,Sweden,SFB,SEK
united states,Alerus Fin,Alerus Financial Corp,USD,ALRS,equity,US01446U1034,ALERUS FINANCIAL CORP,Financial,ALERUS FINANCIAL CORP,SCM,ALRS,,,
canada,Alexco Resource,Alexco Resource Corp,CAD,AXU,equity,CA01535P1062,ALEXCO RESOURCE CORP,Industrial,ALEXCO RESOURCE CORP,AXU,AXU,,,
united states,Alexion,Alexion Pharmaceuticals Inc,USD,ALXN,equity,US0153511094,ALEXION PHARMACEUTICALS INC,"Consumer, Non-cyclical",ALEXION PHARMACEUTICALS INC,ALXN,ALXN,,,
australia,Alexium International Group,Alexium International Group,AUD,AJX,equity,AU000000AJX6,ALEXIUM INTERNATIONAL GROUP,Basic Materials,ALEXIUM INTERNATIONAL GROUP,AJX,AJX,Australia,ASX,AUD
sweden,Alfa Laval AB,Alfa Laval AB,SEK,ALFA,equity,SE0000695876,ALFA LAVAL AB,Industrial,ALFA LAVAL AB,ALFA,ALFA,Sweden,SFB,SEK
japan,Alfresa Holdings Corp,Alfresa Holdings Corp,JPY,2784,equity,JP3126340003,ALFRESA HOLDINGS CORP,"Consumer, Non-cyclical",ALFRESA HOLDINGS CORP,2784,2784,Japan,TSEJ,JPY
canada,Algonquin Power,Algonquin Power & Utilities Corp,CAD,AQN,equity,CA0158571053,ALGONQUIN POWER & UTILITIES,Utilities,ALGONQUIN POWER & UTILITIES,AQN,AQN,,,
hong kong,Alibaba Health Information Tech,Alibaba Health Information Technology Ltd,HKD,0241,equity,BMG0171K1018,ALIBABA HEALTH INFORMATION T,,,,,,,
hong kong,Alibaba Pictures,Alibaba Pictures Group Ltd,HKD,1060,equity,BMG0171W1055,ALIBABA PICTURES GROUP LTD,"Consumer, Cyclical",ALIBABA PICTURES GROUP LTD,1060,1060,Hong Kong,SEHK,HKD
united states,Alico,Alico Inc,USD,ALCO,equity,US0162301040,ALICO INC,"Consumer, Non-cyclical",ALICO INC,NMS,ALCO,,,
united states,Align,Align Technology Inc,USD,ALGN,equity,US0162551016,ALIGN TECHNOLOGY INC,"Consumer, Non-cyclical",ALIGN TECHNOLOGY INC,NMS,ALGN,,,
canada,Alio Gold,Alio Gold Inc,CAD,ALO,equity,CA01627X1087,ALIO GOLD INC,,ALIO GOLD INC,,ALO,Canada,TSE,CAD
united states,Alithya A,Alithya Group inc Class A,USD,ALYA,equity,CA01643B1067,ALITHYA GROUP INC-CLASS A,Technology,ALITHYA GROUP INC-CLASS A,ALYA,ALYA,,,
united states,ALJ Regional,ALJ Regional Holdings Inc,USD,ALJJ,equity,US0016271084,ALJ REGIONAL HOLDINGS INC,Technology,ALJ REGIONAL HOLDINGS INC,NMS,ALJJ,,,
united states,Alkermes Plc,Alkermes Plc,USD,ALKS,equity,IE00B56GVS15,ALKERMES PLC,"Consumer, Non-cyclical",ALKERMES PLC,NMS,ALKS,,,
india,Allahabad Bank,Allahabad Bank,INR,ALBK,equity,INE428A01015,ALLAHABAD BANK,Financial,ALLAHABAD BANK,ALBK,ALBK,,,
united states,Allakos,Allakos Inc,USD,ALLK,equity,US01671P1003,ALLAKOS INC,"Consumer, Non-cyclical",ALLAKOS INC,NMS,ALLK,,,
united states,Allegheny Technologies,Allegheny Technologies Incorporated,USD,ATI,equity,US01741R1023,ALLEGHENY TECHNOLOGIES INC,,,,,,,
united states,Allegiance Bancshares Inc,Allegiance Bancshares Inc,USD,ABTX,equity,US01748H1077,ALLEGIANCE BANCSHARES INC,Financial,ALLEGIANCE BANCSHARES INC,NMS,ABTX,,,
mexico,Allergan,Allergan PLC,MXN,AGNN,equity,IE00BY9D5467,ALLERGAN PLC,"Consumer, Non-cyclical",ALLERGAN PLC,AGN,AGN,Mexico,MEXI,MXN
united kingdom,Allergy Therapeutics,Allergy Therapeutics,GBP,AGY,equity,GB00B02LCQ05,ALLERGY THERAPEUTICS PLC,"Consumer, Non-cyclical",ALLERGY THERAPEUTICS PLC,ASQ1,AGY,United Kingdom,LSE,GBP
united states,Allete,Allete Inc,USD,ALE,equity,US0185223007,ALLETE INC,Utilities,ALLETE INC,ALE,ALE,,,
australia,Alliance Aviation,Alliance Aviation Services Ltd,AUD,AQZ,equity,AU000000AQZ6,ALLIANCE AVIATION SERVICES L,"Consumer, Cyclical",ALLIANCE AVIATION SERVICES L,AQZ,AQZ,Australia,ASX,AUD
united states,Alliance Data Systems,Alliance Data Systems Corp,USD,ADS,equity,US0185811082,ALLIANCE DATA SYSTEMS CORP,,,,,,,
united states,Alliance Resource,Alliance Resource Partners LP,USD,ARLP,equity,US01877R1086,ALLIANCE RESOURCE PARTNERS,Energy,ALLIANCE RESOURCE PARTNERS,NMS,ARLP,,,
australia,Alliance Resources,Alliance Resources Ltd,AUD,AGS,equity,AU000000AGS2,ALLIANCE RESOURCES LTD,,ALLIANCE RESOURCES LTD,,AGS,Australia,ASX,AUD
united kingdom,Alliance Trust,Alliance Trust PLC,GBP,ATST,equity,GB00B11V7W98,ALLIANCE TRUST PLC,,ALLIANCE TRUST PLC,STMM,ATST,United Kingdom,LSE,GBP
united states,Alliant Energy,Alliant Energy Corp,USD,LNT,equity,US0188021085,ALLIANT ENERGY CORP,Utilities,ALLIANT ENERGY CORP,NMS,LNT,,,
united kingdom,Allianz Tech,Allianz Technology Trust PLC,GBP,ATT,equity,GB0003390720,ALLIANZ TECHNOLOGY TRUST PLC,,ALLIANZ TECHNOLOGY TRUST PLC,STMM,ATT,United Kingdom,LSE,GBP
hong kong,Allied Properties HK,Allied Properties HK Ltd,HKD,0056,equity,HK0056039545,ALLIED PROPERTIES HK LTD,,ALLIED PROPERTIES HK LTD,,0056,Hong Kong,SEHK,HKD
australia,Alligator Energy Ltd,Alligator Energy Ltd,AUD,AGE,equity,AU000000AGE2,ALLIGATOR ENERGY LTD,Basic Materials,ALLIGATOR ENERGY LTD,AGE,AGE,Australia,ASX,AUD
united states,Allison Transmission,Allison Transmission Holdings Inc,USD,ALSN,equity,US01973R1014,ALLISON TRANSMISSION HOLDING,"Consumer, Cyclical",ALLISON TRANSMISSION HOLDING,ALSN,ALSN,,,
israel,Allium Medical,Allium Medical Solutions Ltd,ILS,ALMD,equity,IL0011014508,ALLIUM MEDICAL SOLUTIONS LTD,,,,,,,
united states,Allstate,Allstate Corp,USD,ALL,equity,US0200021014,ALLSTATE CORP,Financial,ALLSTATE CORP,ALL,ALL,,,
united states,Ally Financial Inc,Ally Financial Inc,USD,ALLY,equity,US02005N1000,ALLY FINANCIAL INC,Financial,ALLY FINANCIAL INC,ALLY,ALLY,,,
canada,Almaden Minerals,Almaden Minerals Ltd,CAD,AMM,equity,CA0202833053,ALMADEN MINERALS LTD - B,Basic Materials,ALMADEN MINERALS LTD - B,AMM,AMM,,,
canada,Almadex Minerals,Almadex Minerals Ltd,CAD,DEX,equity,CA02028L1076,ALMADEX MINERALS LTD/NEW,Basic Materials,ALMADEX MINERALS LTD/NEW,DEX,DEX,,,
united states,Alnylam,Alnylam Pharmaceuticals Inc,USD,ALNY,equity,US02043Q1076,ALNYLAM PHARMACEUTICALS INC,"Consumer, Non-cyclical",ALNYLAM PHARMACEUTICALS INC,NMS,ALNY,,,
israel,Alon Natural Gas,Alon Natural Gas Exploration Ltd,ILS,ALGS,equity,IL0011176885,ALON NATURAL GAS EXPLORATION,,,,,,,
japan,Alpen Co Ltd,Alpen Co Ltd,JPY,3028,equity,JP3126470008,ALPEN CO LTD,"Consumer, Cyclical",ALPEN CO LTD,3028,3028,Japan,TSEJ,JPY
japan,Alpha Group,Alpha Group Inc,JPY,3322,equity,JP3126370000,ALPHA GROUP INC,Communications,ALPHA GROUP INC,3322,3322,Japan,TSEJ,JPY
mexico,Alphabet A,Alphabet Inc,MXN,GOOGL,equity,US02079K3059,ALPHABET INC,,,,,,,
united states,AlphaClone Alternative Alpha,AlphaClone Alternative Alpha,USD,ALFA,other,US26922A3059,ALPHACLONE ALTERNATIVE ALPHA,,ALPHACLONE ALTERNATIVE ALPHA,ALFA,ALFA,,,
united states,AlphaMark Actively Managed Small,AlphaMark Actively Managed Small Cap,USD,SMCP,equity,US26922A8348,ALPHAMARK ACT MANAGED SMALL,,ALPHAMARK ACT MANAGED SMALL,NMS,SMCP,,,
united states,Alphatecs,Alphatec Holdings Inc,USD,ATEC,equity,US02081G2012,ALPHATEC HOLDINGS INC,"Consumer, Non-cyclical",ALPHATEC HOLDINGS INC,NMS,ATEC,,,
united states,Alpine Immune Sciences,Alpine Immune Sciences Inc,USD,ALPN,equity,US02083G1004,ALPINE IMMUNE SCIENCES INC,"Consumer, Non-cyclical",ALPINE IMMUNE SCIENCES INC,NMS,ALPN,,,
canada,AltaGas Canada,AltaGas Canada Inc,CAD,ACI,equity,CA02137A1093,ALTAGAS CANADA INC,Utilities,ALTAGAS CANADA INC,ACI,ACI,,,
united states,Altair Engineering,Altair Engineering Inc,USD,ALTR,equity,US0213691035,ALTAIR ENGINEERING INC - A,Technology,ALTAIR ENGINEERING INC - A,NMS,ALTR,,,
japan,Altech Corp,Altech Corp,JPY,4641,equity,JP3126350002,ALTECH CORP,"Consumer, Non-cyclical",ALTECH CORP,4641,4641,Japan,TSEJ,JPY
australia,Alterity Therapeutics,Alterity Therapeutics Ltd,AUD,ATH,equity,AU0000043945,ALTERITY THERAPEUTICS LTD,"Consumer, Non-cyclical",ALTERITY THERAPEUTICS LTD,ATH,ATH,Australia,ASX,AUD
australia,Alterra,Alterra Ltd,AUD,1AG,equity,AU0000001AG5,ALTERRA LTD,Basic Materials,ALTERRA LTD,1AG,1AG,Australia,ASX,AUD
australia,Althea,Althea Group Holdings Ltd,AUD,AGH,equity,AU0000022774,ALTHEA GROUP HOLDINGS LTD,"Consumer, Non-cyclical",ALTHEA GROUP HOLDINGS LTD,AGH,AGH,Australia,ASX,AUD
spain,Altia Consultores S.A.,Altia Consultores S.A.,EUR,ALC,equity,ES0113312005,ALTIA CONSULTORES SA,Technology,ALTIA CONSULTORES SA,FIXING,ALC,Spain,BM,EUR
united states,Altisource Asset Management,Altisource Asset Management Corp,USD,AAMC,equity,VI02153X1080,ALTISOURCE ASSET MANAGEMENT,Financial,ALTISOURCE ASSET MANAGEMENT,AAMC,AAMC,,,
united kingdom,Altitude,Altitude Group Plc,GBP,ALT,equity,GB00B0LSFV82,ALTITUDE GROUP PLC,Technology,ALTITUDE GROUP PLC,ASQ1,ALT,United Kingdom,LSE,GBP
canada,Alto Ventures,Alto Ventures Ltd.,CAD,ATV,equity,CA0215502075,ALTO VENTURES LTD.,,ALTO VENTURES LTD.,,ATV,Canada,VENTURE,CAD
japan,AltPlus Inc,AltPlus Inc,JPY,3672,equity,JP3201800004,ALTPLUS INC,Technology,ALTPLUS INC,3672,3672,Japan,TSEJ,JPY
mexico,Altria,Altria Group Inc,MXN,MO,equity,US02209S1033,ALTRIA GROUP INC,"Consumer, Non-cyclical",ALTRIA GROUP INC,MO,MO,,,
canada,Altura Energy,Altura Energy Inc,CAD,ATU,equity,CA02210D1033,ALTURA ENERGY INC,,ALTURA ENERGY INC,,ATU,Canada,VENTURE,CAD
australia,Altura Mining Ltd,Altura Mining Ltd,AUD,AJM,equity,AU000000AJM9,ALTURA MINING LTD,,ALTURA MINING LTD,,AJM,Australia,ASX,AUD
canada,Alturas Minerals,Alturas Minerals Corp,CAD,ALT,equity,CA0221431012,ALTURAS MINERALS CORP,Basic Materials,ALTURAS MINERALS CORP,ALT,ALT,,,
germany,Alumina,Alumina Ltd,EUR,AWC,equity,AU000000AWC3,ALUMINA LTD,Basic Materials,ALUMINA LTD,AWC,AWC,Australia,ASX,AUD
hong kong,Aluminum Corp of China,Aluminum Corp of China Ltd,HKD,2600,equity,CNE1000001T8,ALUMINUM CORP OF CHINA LTD-H,,,,,,,
japan,Amada,"Amada Co., Ltd.",JPY,6113,equity,JP3122800000,AMADA CO LTD,Industrial,AMADA CO LTD,6113,6113,Japan,TSEJ,JPY
united states,AMAG,AMAG Pharmaceuticals Inc,USD,AMAG,equity,US00163U1060,AMAG PHARMACEUTICALS INC,"Consumer, Non-cyclical",AMAG PHARMACEUTICALS INC,AMAG,AMAG,,,
japan,Amana,Amana inc,JPY,2402,equity,JP3124200001,AMANA INC,Communications,AMANA INC,2402,2402,Japan,TSEJ,JPY
australia,Amani Gold,Amani Gold Ltd,AUD,ANL,equity,AU000000ANL3,AMANI GOLD LTD,Basic Materials,AMANI GOLD LTD,ANL,ANL,Australia,ASX,AUD
japan,Amano Corp,Amano Corp,JPY,6436,equity,JP3124400007,AMANO CORP,Industrial,AMANO CORP,6436,6436,Japan,TSEJ,JPY
united states,Amarin,Amarin Corporation PLC,USD,AMRN,equity,US0231112063,AMARIN CORPORATION PLC -ADR,"Consumer, Non-cyclical",AMARIN CORPORATION PLC -ADR,NMS,AMRN,,,
france,Amatheon Agri,Amatheon Agri Holding NV,EUR,MLAAH,equity,NL0010273694,AMATHEON AGRI HOLDING NV,"Consumer, Non-cyclical",AMATHEON AGRI HOLDING NV,MLAAH,MLAAH,France,SBF,EUR
australia,Amaysim Australia Ltd,Amaysim Australia Ltd,AUD,AYS,equity,AU000000AYS5,AMAYSIM AUSTRALIA LTD,Communications,AMAYSIM AUSTRALIA LTD,AYS,AYS,Australia,ASX,AUD
argentina,Amazon.com,Amazon.com Inc,ARS,AMZN,equity,ARBCOM460176,AMAZON.COM INC,Communications,AMAZON.COM INC,NMS,AMZN,,,
mexico,Amazon.com,Amazon.com Inc,MXN,AMZN,equity,US0231351067,AMAZON.COM INC,Communications,AMAZON.COM INC,NMS,AMZN,,,
united states,Ambarella,Ambarella Inc,USD,AMBA,equity,KYG037AX1015,AMBARELLA INC,Technology,AMBARELLA INC,NMS,AMBA,,,
united states,AMC Networks,AMC Networks Inc,USD,AMCX,equity,US00164V1035,AMC NETWORKS INC-A,Communications,AMC NETWORKS INC-A,NMS,AMCX,,,
united states,AMCON Distributing,AMCON Distributing Co,USD,DIT,equity,US02341Q2057,AMCON DISTRIBUTING CO,"Consumer, Non-cyclical",AMCON DISTRIBUTING CO,DIT,DIT,,,
united states,Amcor PLC,Amcor,USD,AMCR,equity,JE00BJ1F3079,AMCOR PLC,Industrial,AMCOR PLC,AMCR,AMCR,,,
united states,Amdocs,Amdocs Ltd,USD,DOX,equity,GB0022569080,AMDOCS LTD,Technology,AMDOCS LTD,NMS,DOX,,,
united states,Amedisys,Amedisys Inc,USD,AMED,equity,US0234361089,AMEDISYS INC,"Consumer, Non-cyclical",AMEDISYS INC,NMS,AMED,,,
united states,Amerco,Amerco,USD,UHAL,equity,US0235861004,AMERCO,"Consumer, Non-cyclical",AMERCO,NMS,UHAL,,,
united states,Ameren,Ameren Corp,USD,AEE,equity,US0236081024,AMEREN CORP,Utilities,AMEREN CORP,AEE,AEE,,,
mexico,American Airlines,American Airlines Group Inc,MXN,AAL,equity,US02376R1023,AMERICAN AIRLINES GROUP INC,,,,,,,
united states,American Assets,American Assets Trust Inc,USD,AAT,equity,US0240131047,AMERICAN ASSETS TRUST INC,Financial,AMERICAN ASSETS TRUST INC,AAT,AAT,,,
united states,American Campus,American Campus Communities Inc,USD,ACC,equity,US0248351001,AMERICAN CAMPUS COMMUNITIES,Financial,AMERICAN CAMPUS COMMUNITIES,ACC,ACC,,,
united states,American Caresource,American Caresource Holdings Inc,USD,GNOW,equity,US02505A2024,AMERICAN CARESOURCE HOLDINGS,,,,,,,
canada,American Creek Resources,American Creek Resources Ltd,CAD,AMK,equity,CA0252881010,AMERICAN CREEK RESOURCES LTD,,AMERICAN CREEK RESOURCES LTD,,AMK,Canada,VENTURE,CAD
canada,American Creek Resources,American Creek Resources Ltd,CAD,AMK,equity,CA0252881010,AMERICAN CREEK RESOURCES LTD,Basic Materials,AMERICAN CREEK RESOURCES LTD,AMK,AMK,,,
united states,American Eagle Outfitters,American Eagle Outfitters Inc,USD,AEO,equity,US02553E1064,AMERICAN EAGLE OUTFITTERS,"Consumer, Cyclical",AMERICAN EAGLE OUTFITTERS,AEO,AEO,,,
united states,American Electric Power,American Electric Power Company Inc,USD,AEP,equity,US0255371017,AMERICAN ELECTRIC POWER CO,Utilities,AMERICAN ELECTRIC POWER,NMS,AEP,,,
argentina,American Express DRC,American Express Co DRC,ARS,AXP,equity,ARDEUT110046,AMERICAN EXPRESS CO,Financial,AMERICAN EXPRESS CO,AXP,AXP,,,
mexico,American Express,American Express Company,MXN,AXP,equity,US0258161092,AMERICAN EXPRESS CO,Financial,AMERICAN EXPRESS CO,AXP,AXP,,,
united states,American Financial,American Financial Group Inc,USD,AFG,equity,US0259321042,AMERICAN FINANCIAL GROUP INC,Financial,AMERICAN FINANCIAL GROUP INC,AFG,AFG,Germany,NYSE,USD
united states,AMH 4 Rent,American Homes 4 Rent,USD,AMH,equity,US02665T3068,AMERICAN HOMES 4 RENT- A,Financial,AMERICAN HOMES 4 RENT- A,AMH,AMH,,,
argentina,AIG,American International Group Inc,ARS,AIG,equity,ARDEUT110640,AMERICAN INTERNATIONAL GROUP,Financial,AMERICAN INTERNATIONAL GROUP,AIG,AIG,,,
mexico,AIG,American International Group Inc,MXN,AIG,equity,US0268747849,AMERICAN INTERNATIONAL GROUP,Financial,AMERICAN INTERNATIONAL GROUP,AIG,AIG,,,
united states,American National Insurance,American National Insurance Company,USD,ANAT,equity,US0285911055,AMERICAN NATIONAL INSURANCE,,,,,,,
australia,American Patriot Oil Gas,American Patriot Oil Gas,AUD,AOW,equity,AU000000AOW8,AMERICAN PATRIOT OIL & GAS L,Energy,AMERICAN PATRIOT OIL & GAS L,AOW,AOW,,,
united states,American Public Education,American Public Education Inc,USD,APEI,equity,US02913V1035,AMERICAN PUBLIC EDUCATION,"Consumer, Non-cyclical",AMERICAN PUBLIC EDUCATION,NMS,APEI,,,
united states,American Realty Investors,American Realty Investors Inc,USD,ARL,equity,US0291741090,AMERICAN REALTY INVESTORS IN,Financial,AMERICAN REALTY INVESTORS IN,ARL,ARL,,,
united states,American States Water,American States Water Company,USD,AWR,equity,US0298991011,AMERICAN STATES WATER CO,Utilities,AMERICAN STATES WATER CO,AWR,AWR,,,
united states,American Tower,American Tower Corp,USD,AMT,equity,US03027X1000,AMERICAN TOWER CORP,Financial,AMERICAN TOWER CORP,AMT,AMT,,,
mexico,Ameriprise Financial,Ameriprise Financial Inc,MXN,AMP,equity,US03076C1062,AMERIPRISE FINANCIAL INC,Financial,AMERIPRISE FINANCIAL INC.,AMP,AMP,,,
united states,Ameris,Ameris Bancorp,USD,ABCB,equity,US03076K1088,AMERIS BANCORP,Financial,AMERIS BANCORP,NMS,ABCB,,,
united states,AMERISAFE,AMERISAFE Inc,USD,AMSF,equity,US03071H1005,AMERISAFE INC,Financial,AMERISAFE INC,NMS,AMSF,,,
united states,AmeriServ,AmeriServ Financial Inc,USD,ASRV,equity,US03074A1025,AMERISERV FINANCIAL INC,Financial,AMERISERV FINANCIAL INC,NMS,ASRV,,,
united states,Ametek,Ametek Inc,USD,AME,equity,US0311001004,AMETEK INC,Industrial,AMETEK INC,AME,AME,,,
mexico,Amgen,Amgen Inc,MXN,AMGN,equity,US0311621009,AMGEN INC,"Consumer, Non-cyclical",AMGEN INC,NMS,AMGN,,,
united states,Amicus,Amicus Therapeutics Inc,USD,FOLD,equity,US03152W1099,AMICUS THERAPEUTICS INC,"Consumer, Non-cyclical",AMICUS THERAPEUTICS INC,NMS,FOLD,,,
japan,Amita,Amita Holdings Co Ltd,JPY,2195,equity,JP3124440003,AMITA HOLDINGS CO LTD,Industrial,AMITA HOLDINGS CO LTD,2195,2195,Japan,TSEJ,JPY
united states,Amkor,Amkor Technology Inc,USD,AMKR,equity,US0316521006,AMKOR TECHNOLOGY INC,,,,,,,
united states,AMN Healthcare Services,AMN Healthcare Services Inc,USD,AMN,equity,US0017441017,AMN HEALTHCARE SERVICES INC,"Consumer, Non-cyclical",AMN HEALTHCARE SERVICES INC,AMN,AMN,,,
israel,Amot Investments,Amot Investments Ltd,ILS,AMOT,equity,IL0010972789,AMOT INVESTMENTS LTD,Financial,AMOT INVESTMENTS LTD,AMOT,AMOT,Israel,TASE,ILS
australia,Amplia Therapeutics,Amplia Therapeutics Ltd,AUD,ATX,equity,AU0000023822,AMPLIA THERAPEUTICS LTD,"Consumer, Non-cyclical",AMPLIA THERAPEUTICS LTD,ATX,ATX,Australia,ASX,AUD
united states,Amtech,Amtech Systems Inc,USD,ASYS,equity,US0323325045,AMTECH SYSTEMS INC,Technology,AMTECH SYSTEMS INC,NMS,ASYS,,,
united states,Amyris,Amyris Inc,USD,AMRS,equity,US03236M2008,AMYRIS INC,Basic Materials,AMYRIS INC,NMS,AMRS,,,
japan,ANA Holdings,ANA Holdings Inc,JPY,9202,equity,JP3429800000,ANA HOLDINGS INC,"Consumer, Cyclical",ANA HOLDINGS INC,9202,9202,Japan,TSEJ,JPY
australia,AnaeCo Ltd,AnaeCo Ltd,AUD,ANQ,equity,AU000000ANQ2,ANAECO LTD,Industrial,ANAECO LTD,ANQ,ANQ,,,
